m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,ticker_type,active_ticker_flag,comp_url,sic_4_code,sic_4_desc,zacks_x_ind_code,zacks_x_ind_desc,zacks_x_sector_code,zacks_x_sector_desc,zacks_m_ind_code,zacks_m_ind_desc,per_end_month_nbr,mr_split_date,mr_split_factor,comp_cik,country_code,country_name,comp_type,optionable_flag,sp500_member_flag,asset_type
NGPC,OHAI,OHA INVESTMENT,OHA Investment Corporation,NSDQ,USD,S,Y,http://www.ohainvestmentcorporation.com,6799,"Investors, not elsewhere classified",68,FIN-SBIC&COMMRL,13,Finance,48,FINANCE,12,,,0001297704,US,UNITED STATES,10,Y,N,CEF
OHAQ,OHAQ,ORACLE HLTH ACQ,ORACLE HLTH ACQ,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OHBC,OHBC,OHIO BANCORP,OHIO BANCORP,,,,N,,,,,,,,,,12,,,,,,,,,
FPO,OHBIQ,ORLEANS HOMEBLD,ORLEANS HOMEBLD,,,,N,,,,,,,,,,6,,,,,,,,,
OHCA,OHC.A,ORIOLE HOMES A,ORIOLE HOMES A,,,,N,,,,,,,,,,12,,,,,,,,,
X71X,OHC.B,ORIOLE HOMES -B,ORIOLE HOMES -B,,,,N,,,,,,,,,,12,,,,,,,,,
OHG,OHG,BANCO O'HIGGINS,BANCO O'HIGGINS,,,,N,,,,,,,,,,12,,,,,,,,,
BICO,OHGI,ONE HORIZON GRP,"One Horizon Group, Inc.",NSDQ,USD,S,Y,http://www.onehorizongroup.com,3661,Telephone & telegraph apparatus,231,Comm Network Software,10,Computer and Technology,36,TELECOMM EQUIP,12,2017-04-28,0.17,0000225211,IE,IRELAND,1,N,N,COM
OHI,OHI,OMEGA HLTHCARE,"Omega Healthcare Investors, Inc.",NYSE,USD,S,Y,http://www.omegahealthcare.com,6798,Real estate investment trusts,266,REIT-EQTY TRUST -OTHER,13,Finance,52,REAL ESTATE,12,,,0000888491,US,UNITED STATES,3,Y,N,COM
#OHI,OHIFE,OHIO RESOURCES,OHIO RESOURCES,,,,N,,,,,,,,,,7,,,,,,,,,
ETCC,OHM,OHM CORP,OHM CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OXHP,OHP,OXFORD HLTH PLN,OXFORD HLTH PLN,,,,N,,,,,,,,,,12,,,,,,,,,
TELR,OHRI,OCCUPATIONL H&R,OCCUPATIONL H&R,,,,N,,,,,,,,,,12,,,,,,,,,
OHRP,OHRP,OHR PHARMACEUT,"Ohr Pharmaceuticals, Inc.",NSDQ,USD,S,Y,http://www.ohrpharmaceutical.com,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,9,,,0001173281,US,UNITED STATES,1,Y,N,COM
OHSL,OHSL,OHSL FINL CORP,OHSL FINL CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OI,OI,OWENS-ILLINOIS,"Owens-Illinois, Inc.",NYSE,USD,S,Y,http://www.o-i.com,3221,Glass containers,80,GLASS PRODUCTS,7,Industrial Products,23,CONTNRS & GLASS,12,1986-06-13,2.0,0000812074,US,UNITED STATES,1,Y,N,COM
OIA&,OIA,INV-MUN INCOM,Invesco Municipal Income Opportunities Trust,NYSE,USD,E,Y,,9999,Nonclassifiable establishments,66,FIN-INVEST FUND,13,Finance,51,INVESTMENT FUNDS,5,,,,,,,N,N,CEF
OIB&,OIB,INV-MUN INC II,INV-MUN INC II,,,,N,,,,,,,,,,2,,,,,,,,,
BTMC,OIBRC,OI SA-C,Oi S.A.,NYSE,USD,S,Y,http://www.oi.com.br,4813,"Telephone communication, except radio",232,Diversified Comm Services,14,Utilities,55,UTIL-TELEPHONE,12,2016-02-01,0.2,,BR,BRAZIL,1,N,N,ADR
BTM,OIBRQ,OI SA,Oi SA,OTC,USD,S,Y,http://www.oi.com.br,4813,"Telephone communication, except radio",232,Diversified Comm Services,14,Utilities,55,UTIL-TELEPHONE,12,2014-12-22,0.1,0001160846,BR,BRAZIL,1,N,N,ADR
OIC&,OIC,INV-MUNI INC 3,INV-MUNI INC 3,,,,N,,,,,,,,,,3,,,,,,,,,
OICO,OICO,O I CORP,O I CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OIF&,OIF,AMERICAN OPPORT,AMERICAN OPPORT,,,,N,,,,,,,,,,10,,,,,,,,,
OIH,OIH,VANECK-OIL SVC,VanEck Vectors Oil Services ETF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OCER,OII,OCEANEERING INT,"Oceaneering International, Inc.",NYSE,USD,S,Y,http://www.oceaneering.com,1389,"Oil & gas field services, not elsewhere classified",131,OIL-FIELD SVCS,12,Oils/Energy,41,OIL MACH/SVC/DRILL,12,2011-06-13,2.0,0000073756,US,UNITED STATES,6,Y,N,COM
OIIL,OIIL,X-LINKS WTI CRD,X-LINKS WTI CRD,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OIIM,OIIM,O2MICRO INT LTD,O2Micro International Limited,NSDQ,USD,S,Y,http://www.o2micro.com,3674,Semiconductors & related devices,49,ELEC COMP-SEMIC,10,Computer and Technology,33,ELECTRON-SEMI,12,,,0001095348,KY,CAYMAN ISLANDS,1,N,N,ADR
OIL,OIL,IPATH-GS CRUDE,IPATH-GS CRUDE,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
X06X,OIL.,TRITON ENERGY,TRITON ENERGY,,,,N,,,,,,,,,,12,,,,,,,,,
OIL2,OILB,IPATH-SB SP CO,Ipath Series B S&P Gsci Crude Oil,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OILB,OILB.,OIL DRI CORP B,OIL DRI CORP B,,,,N,,,,,,,,,,7,,,,,,,,,
OIDL,OILD,PRO-SH UP 3XSCO,ProShares UltraPro 3x Short Crude Oil ETF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OILD,OILD.,ACCU-SP CO DWN,ACCU-SP CO DWN,,,,N,,,,,,,,,,12,,,,,,,,,
OILK,OILK,PRO-SH K-1 FCOS,PRO-SH K-1 FCOS,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OILT,OILT,OILTANKING PTNR,Oiltanking Partners LP,NYSE,,,N,,,,,,,,,,12,,,,,,,,,
OIUL,OILU,PRO-SH UP 3XCO,ProShares UltraPro 3x Crude Oil ETF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OILU,OILU.,ACCU-SP CO UP,ACCU-SP CO UP,,,,N,,,,,,,,,,12,,,,,,,,,
OILX,OILX,R-TRC GSCI COTR,R-TRC GSCI COTR,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OILY,OILYF,ODYSSEY PETRO,ODYSSEY PETRO,,,,N,,,,,,,,,,12,,,,,,,,,
OILZ,OILZ,E-TRC OIL FUT C,E-TRC OIL FUT C,ARCA,,,N,,,,,,,,,,12,,,,,,,,,
OIS,OIS,OIL STATES INTL,"Oil States International, Inc.",NYSE,USD,S,Y,http://www.oilstatesintl.com,3533,Oil & gas field machinery,127,OIL FLD MCH&EQP,12,Oils/Energy,41,OIL MACH/SVC/DRILL,12,,,0001121484,US,UNITED STATES,1,Y,N,COM
OISH,OISHY,OIL SEARCH LTD,Oil Search Ltd.,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OIS&,OISI,OPHTHALMIC IMAG,OPHTHALMIC IMAG,,,,N,,,,,,,,,,12,,,,,,,,,
OVON,OISO,OIS OPTICAL IMG,OIS OPTICAL IMG,,,,N,,,,,,,,,,6,,,,,,,,,
#FOE,OIVO,ONE IP VOICE,ONE IP VOICE,,,,N,,,,,,,,,,12,,,,,,,,,
AGR,OJ,ORANGE-CO INC,ORANGE-CO INC,,,,N,,,,,,,,,,9,,,,,,,,,
NEOJ,OJIPY,OJI HOLDINGS,Oji Holdings Corp,,,S,Y,,,,,,,,,,3,,,,,,,,,
OKEN,OK.,OLD KENT FINL,OLD KENT FINL,,,,N,,,,,,,,,,12,,,,,,,,,
OKAS,OKASY,ONWARD HOLDINGS,"Onward Holdings Co., Ltd.",,,S,Y,,,,,,,,,,2,,,,,,,,,
ONG,OKE,ONEOK INC,"ONEOK, Inc.",NYSE,USD,S,Y,http://www.oneok.com,4923,Gas transmission & distribution,194,UTIL-GAS DISTR,14,Utilities,54,UTIL-GAS DISTR,12,2012-06-04,2.0,0001039684,US,UNITED STATES,6,Y,Y,COM
OKFC,OKFC,OAK FINANCIAL,OAK FINANCIAL,,,,N,,,,,,,,,,12,,,,,,,,,
OKN,OKN,OCEANAUT INC,OCEANAUT INC,,,,N,,,,,,,,,,12,,,,,,,,,
CAYR,OKOK,OKLA ENGY CORP,OKLA ENGY CORP,,,,N,,,,,,,,,,12,,,,,,,,,
#OKP,OKP,O`OKIEP COPPER,O`OKIEP COPPER,,,S,Y,,,,,,,,,,12,,,,,,,,,
NBP,OKS,ONEOK PARTNERS,"ONEOK Partners, L.P.",NYSE,USD,S,Y,http://www.oneokpartners.com,4922,Natural gas transmission,221,Oil/Gas Prod Pipeline MLP,12,Oils/Energy,45,OIL/GAS PROD/PIPEL,12,2011-07-13,2.0,0000909281,US,UNITED STATES,1,Y,N,MLP
OKSB,OKSB,SOUTHWEST BC-OK,"Southwest Bancorp, Inc.",NSDQ,USD,S,Y,http://www.oksb.com,6022,State commercial banks,17,BANKS-SOUTHWEST,13,Finance,47,BANKS & THRIFTS,12,2003-09-02,2.0,0000914374,US,UNITED STATES,2,Y,N,COM
OKT,OKT,OAKITE PRODUCTS,OAKITE PRODUCTS,,,,N,,,,,,,,,,12,,,,,,,,,
OKTA,OKTA,OKTA INC,"Okta, Inc.",NSDQ,USD,S,Y,http://www.okta.com,7372,Prepackaged software,217,Internet Software/Services,10,Computer and Technology,32,COMPUTER SOFT/SERV,1,,,,US,UNITED STATES,1,N,N,COM
X20X,OKWHQ,OAKWOOD HOMES,OAKWOOD HOMES,,,,N,,,,,,,,,,9,,,,,,,,,
OLBK,OLBK,OLD LINE BANCSH,"Old Line Bancshares, Inc.",NSDQ,USD,S,Y,http://www.oldlinebank.com,6022,State commercial banks,15,BANKS-NORTHEAST,13,Finance,47,BANKS & THRIFTS,12,2005-03-03,1.2,0001253317,US,UNITED STATES,2,N,N,COM
OLCB,OLCB,OHIO LEGACY CP,Ohio Legacy Corp.,OTC,USD,S,Y,http://www.ohiolegacycorp.com,6021,National commercial banks,13,BANKS-MIDWEST,13,Finance,47,BANKS & THRIFTS,12,2012-09-18,0.1,0001096654,US,UNITED STATES,2,N,N,COM
PFSL,OLCC,OLYMPUS CAPITAL,OLYMPUS CAPITAL,,,,N,,,,,,,,,,12,,,,,,,,,
OLCL,OLCLY,ORIENTAL LAND,ORIENTAL LAND,OTC,USD,S,Y,http://www.olc.co.jp,8880,Private households,81,HOTELS & MOTELS,2,Consumer Discretionary,9,LEISURE SERVICES,3,,,0001545460,JP,JAPAN,1,N,N,ADR
OLCM,OLCMF,OLICOM A/S,OLICOM A/S,,,,N,,,,,,,,,,12,,,,,,,,,
#OLC,OLCP,OIL CITY PETROL,OIL CITY PETROL,,,,N,,,,,,,,,,8,,,,,,,,,
OLD,OLD,LONG TERM CARE,The Long-Term Care ETF,NSDQ,,E,Y,,,,,,,,,,12,,,,,,,,,
OLDW,OLDW,OLDWEBSITESCOM,OLDWEBSITESCOM,OTC,,,N,,,,,,,,,,12,,,,,,,,,
UDC&,OLED,UNIVL DISPLAY,Universal Display Corporation,NSDQ,USD,S,Y,http://www.universaldisplay.com,3670,Electronic components & accessories,50,ELEC-MISC COMPONENTS,10,Computer and Technology,34,ELECTRONICS,12,,,0001005284,US,UNITED STATES,1,Y,N,COM
OLED,OLED.,CAMBRIDGE DSPLY,CAMBRIDGE DSPLY,,,,N,,,,,,,,,,12,,,,,,,,,
OLEM,OLEM,IPATH-PB CRUDE,IPATH-PB CRUDE,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
X78X,OLGR,OILGEAR CO,OILGEAR CO,,,,N,,,,,,,,,,12,,,,,,,,,
OLGX,OLGXF,OSTEOLOGIX HLDG,Osteologix Holdings PLC,OTC,USD,S,Y,http://www.osteologix.com,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,12,,,0001278129,US,UNITED STATES,1,N,N,COM
OLIE,OLIE,OLIE INC,OLIE INC,OTC,,S,Y,,,,,,,,,,9,,,,,,,,,
OLIK,OLIKF,OCEANLAKE CMMRC,OCEANLAKE CMMRC,OTC,,,N,,,,,,,,,,11,,,,,,,,,
OLLI,OLLI,OLLIES BGN OUTL,"Ollie's Bargain Outlet Holdings, Inc.",NSDQ,USD,S,Y,http://www.ollies.us,5331,Variety stores,207,CONS PD- MISC STPL,1,Consumer Staples,7,CON PRD-MISC STAPLES,1,,,0001639300,US,UNITED STATES,1,Y,N,COM
OLN,OLN,OLIN CORP,Olin Corporation,NYSE,USD,S,Y,http://www.olin.com,2800,Chemicals & allied products,34,CHEM-DIVERSIFD,6,Basic Materials,19,CHEMICALS,12,1996-10-31,2.0,0000074303,US,UNITED STATES,1,Y,N,COM
OLNB,OLNB,OLD NATL BANCOR,OLD NATL BANCOR,,,,N,,,,,,,,,,12,,,,,,,,,
OLNC,OLNCF,OMNI-LITE INDUS,Omni-Lite Industries Canada Inc.,OTC,USD,S,Y,http://www.omni-lite.com,3460,Metal forgings & stampings,119,METAL PROC&FABR,7,Industrial Products,63,METALS FABRICATING,12,,,,US,UNITED STATES,1,N,N,COM
OLNK,OLNK,ONELINK CP,ONELINK CP,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OLO,OLO,DB CO LG,DB CO LG,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OLOU,OLOU,OMNIALUO INC,OMNIALUO INC,OTC,,,N,,,,,,,,,,12,,,,,,,,,
TIRE,OLP,ONE LBRTY PPTY,"One Liberty Properties, Inc.",NYSE,USD,S,Y,http://www.1liberty.com,6798,Real estate investment trusts,266,REIT-EQTY TRUST -OTHER,13,Finance,52,REAL ESTATE,12,,,0000712770,US,UNITED STATES,3,Y,N,COM
OSN,OLS,OLSTEN CORP,OLSTEN CORP,,,,N,,,,,,,,,,12,,,,,,,,,
PINC,OLVI,OLIVEDA INT INC,Heritage Media Corp.,OTC,USD,S,Y,,7310,Advertising,52,ELEC PRODS-MISC,10,Computer and Technology,34,ELECTRONICS,12,2017-03-24,0.0,,,,1,N,N,COM
OLVR,OLVQ,OLIVERS STORES,OLIVERS STORES,,,,N,,,,,,,,,,6,,,,,,,,,
OLIV,OLVTY,OLIVETTI,OLIVETTI,,,,N,,,,,,,,,,12,,,,,,,,,
OMA3,OMAB,GRUPO AEROP-ADS,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,NSDQ,USD,S,Y,http://www.oma.aero,4581,"Airports, flying fields, & services",191,TRANS-SERVICES,15,Transportation,58,TRANSPORTATION,12,,,0001378239,MX,MEXICO,1,N,N,ADR
OMAM,OMAM,OM ASSET MGMT,OM Asset Management PLC,NYSE,USD,S,Y,http://www.omam.com,6282,Investment advice,63,FIN-INVEST MGMT,13,Finance,50,INVEST BKRS/MGMT,12,,,0001611702,GB,UNITED KINGDOM,10,N,N,COM
FFSA,OMBK,OMNIBANK OF CT,OMNIBANK OF CT,,,,N,,,,,,,,,,6,,,,,,,,,
OMBP,OMBP,OMNI BIO PHARMA,Omni Bio Pharmaceutical Inc.,OTC,USD,S,Y,http://www.omnibiopharma.com,2836,"Biological products, except diagnostic",106,MED-DRUGS,4,Medical,15,DRUGS,3,,,,US,UNITED STATES,1,N,N,COM
DOY,OMC,OMNICOM GRP,Omnicom Group Inc.,NYSE,USD,S,Y,http://www.omnicomgroup.com,7311,Advertising agencies,1,ADVERTISING/MKTG SVCS,16,Business Services,59,BUSINESS SERVICES,12,2007-06-26,2.0,0000029989,US,UNITED STATES,1,Y,Y,COM
OMCA,OMCA,OCCUPAT MEDL,OCCUPAT MEDL,,,,N,,,,,,,,,,6,,,,,,,,,
OMCL,OMCL,OMNICELL INC,"Omnicell, Inc.",NSDQ,USD,S,Y,http://www.omnicell.com,3571,Electronic computers,215,MEDICAL INFO SYS,4,Medical,17,MEDICAL CARE,12,,,0000926326,US,UNITED STATES,1,Y,N,COM
OMCM,OMCM,OMNICOMM SYSTEM,OmniComm Systems Inc.,OTC,USD,S,Y,http://www.omnicomm.com,7389,"Business services, not elsewhere classified",215,MEDICAL INFO SYS,4,Medical,17,MEDICAL CARE,12,,,0001034592,US,UNITED STATES,1,N,N,COM
#OMC,OMCOQ,OVERMYER CORP,OVERMYER CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OMCY,OMCY,OMNICITY CORP,Omnicity Corp.,OTC,,,N,,,,,,,,,,7,,,,,,,,,
#OMD,OMD,ORMAND INDUSTRI,ORMAND INDUSTRI,,,,N,,,,,,,,,,12,,,,,,,,,
OME,OME,OMEGA PROTEIN,Omega Protein Corporation,NYSE,USD,S,Y,http://www.omegaprotein.com,2070,Fats & oils,76,FOOD-MISC/DIVERSIFIED,1,Consumer Staples,3,FOOD,12,,,0001053650,US,UNITED STATES,1,Y,N,COM
OME2,OMED,ONCOMED PHARMA,"OncoMed Pharmaceuticals, Inc.",NSDQ,USD,S,Y,http://www.oncomed.com,2834,Pharmaceutical preparations,105,MED-BIOMED/GENE,4,Medical,15,DRUGS,12,,,0001302573,US,UNITED STATES,1,Y,N,COM
OMEF,OMEF,OMEGA FINL CORP,OMEGA FINL CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OMER,OMER,OMEROS CORP,Omeros Corporation,NSDQ,USD,S,Y,http://www.omeros.com,2834,Pharmaceutical preparations,104,MED PRODUCTS,4,Medical,17,MED PRODS,12,,,0001285819,US,UNITED STATES,1,Y,N,COM
OMET,OMET,ORTHOMET,ORTHOMET,,,,N,,,,,,,,,,6,,,,,,,,,
OMEX,OMEX,ODYSSEY MARINE,"Odyssey Marine Exploration, Inc.",NSDQ,USD,S,Y,http://www.odysseymarine.com,4400,Water transportation,190,TRANS-SHIP,15,Transportation,58,TRANSPORTATION,12,2016-02-22,0.08,0000798528,US,UNITED STATES,1,Y,N,COM
LEA4,OMF,ONEMAIN HOLDNGS,"OneMain Holdings, Inc.",NYSE,USD,S,Y,http://www.springleaffinancial.com,6141,Personal credit institutions,61,FIN-CONS LOANS,13,Finance,48,FINANCE,12,,,0001584207,US,UNITED STATES,2,Y,N,COM
OMGI,OMG,OM GROUP INC,OM Group Inc.,NYSE,,,N,,,,,,,,,,12,,,,,,,,,
OMGR,OMGR,OMNI INS GROUP,OMNI INS GROUP,,,,N,,,,,,,,,,12,,,,,,,,,
OMGV,OMGV,OMEGA VENTURES,OMEGA VENTURES,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OBOD,OMI,OWENS & MINOR,"Owens & Minor, Inc.",NYSE,USD,S,Y,http://www.owens-minor.com,5047,Medical & hospital equipment,104,MED PRODUCTS,4,Medical,17,MED PRODS,12,2010-04-01,1.5,0000075252,US,UNITED STATES,1,Y,N,COM
OMK,OMK,OMARK INDS INC,OMARK INDS INC,,,,N,,,,,,,,,,6,,,,,,,,,
OMKT,OMKT,OPEN MARKET INC,OPEN MARKET INC,,,,N,,,,,,,,,,12,,,,,,,,,
OMM,OMM,OMI CORP,OMI CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OMN,OMN,OMNOVA SOLUTION,OMNOVA Solutions Inc.,NYSE,USD,S,Y,http://www.omnova.com,3060,"Fabricated rubber products, not elsewhere classified",37,CHEM-SPECIALTY,6,Basic Materials,19,CHEMICALS,11,,,0001090061,US,UNITED STATES,1,Y,N,COM
OMNE,OMNI,OMNI ENERGY,OMNI ENERGY,,,,N,,,,,,,,,,12,,,,,,,,,
#OMN,OMNIE,OMNICORP LTD,OMNICORP LTD,,,,N,,,,,,,,,,12,,,,,,,,,
HHH&,OMNN,OMNI NUTRACEUT,OMNI NUTRACEUT,,,,N,,,,,,,,,,12,,,,,,,,,
MEDG,OMNT,OMINTO INC,DubLi Inc.,NSDQ,USD,S,Y,http://inc.ominto.com,7389,"Business services, not elsewhere classified",211,INTERNET COMMERCE,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,9,2015-11-06,0.02,0001097792,US,UNITED STATES,1,N,N,COM
OMNY,OMNY,OMNISKY CORP,OMNISKY CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OMP2,OMPI,OBAGI MEDICAL,OBAGI MEDICAL,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
OMPI,OMPI.,OMP INC,OMP INC,,,,N,,,,,,,,,,12,,,,,,,,,
OMPS,OMPS,OMPHALOS CORP,OMPHALOS CORP,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OMPT,OMPT,OMNIPOINT CORP,OMNIPOINT CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OMQP,OMQP,OMNIQUIP INTL,OMNIQUIP INTL,,,,N,,,,,,,,,,9,,,,,,,,,
OMRI,OMRI,OMRIX BIOPHARMA,OMRIX BIOPHARMA,,,,N,,,,,,,,,,12,,,,,,,,,
OMTJ,OMRNY,OMRON CORP,Omron Corp.,OTC,,S,Y,,,,,,,,,,3,,,,,,,,,
#CMD,OMRP,OMNI RAIL PRDCT,OMNI Rail Products Inc.,OTC,,,N,,,,,,,,,,4,,,,,,,,,
OS2&,OMRX,ORTHOMETRIX INC,Orthometrix Inc.,OTC,USD,S,Y,http://www.orthometrix.net,3826,Analytical instruments,103,MED INSTRUMENTS,4,Medical,17,MED PRODS,12,1996-06-17,1.5,0000946428,US,UNITED STATES,1,N,N,COM
OMS,OMS,OPPENHEIMER MST,OPPENHEIMER MST,,,,N,,,,,,,,,,10,,,,,,,,,
NNAN,OMSH,OMNI SHRIPM INC,OMNI SHRIPM INC,,,S,Y,,,,,,,,,,12,,,,,,,,,
OMT,OMT,OHIO MATTRESS,OHIO MATTRESS,,,,N,,,,,,,,,,11,,,,,,,,,
OMTH,OMTH,OMTHERA PHARMA,OMTHERA PHARMA,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
OMTK,OMTK,OMNITEK ENGINRG,Omnitek Engineering Corp.,OTC,USD,S,Y,http://www.omnitekcorp.com,3714,Motor vehicle parts & accessories,99,MACH-GENL INDL,7,Industrial Products,26,MACHINERY,12,,,0001404804,US,UNITED STATES,1,N,N,COM
OMTL,OMTL,OMTOOL LTD,Omtool Ltd.,OTC,USD,S,Y,http://www.omtool.com,7372,Prepackaged software,198,COMP-NETWORKS,10,Computer and Technology,31,COMPUTER/OFFICE EQUIP,12,2004-04-28,2.0,0001020579,US,UNITED STATES,1,N,N,COM
OMTR,OMTR,OMNITURE INC,OMNITURE INC,,,,N,,,,,,,,,,12,,,,,,,,,
OMVH,OMVJF,OMV AG ADS,OMV AG,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
BCC,OMX,OFFICEMAX INC,OFFICEMAX INC,NYSE,,,N,,,,,,,,,,12,,,,,,,,,
OMX,OMX.,OFFICEMAX-OLD,OFFICEMAX-OLD,,,,N,,,,,,,,,,1,,,,,,,,,
ONNN,ON,ON SEMICON CORP,ON Semiconductor Corporation,NSDQ,USD,S,Y,http://www.onsemi.com,3674,Semiconductors & related devices,242,SEMI-ANALOG & MIXED,10,Computer and Technology,33,ELECTRON-SEMI,12,,,0001097864,US,UNITED STATES,1,Y,N,COM
ONAV,ONAVQ,OMEGA NAVIGAT-A,OMEGA NAVIGAT-A,OTC,,,N,,,,,,,,,,12,,,,,,,,,
OLDB,ONB,OLD NATL BCP,Old National Bancorp,NSDQ,USD,S,Y,http://www.oldnational.com,6021,National commercial banks,13,BANKS-MIDWEST,13,Finance,47,BANKS & THRIFTS,12,2005-01-03,1.05,0000707179,US,UNITED STATES,2,Y,N,COM
ONBI,ONBI,ONE BIO CORP,One Bio Corp.,OTC,USD,S,Y,http://www.onehcorp.com,2833,Medicinals & botanicals,275,Agriculture/Products,6,Basic Materials,60,Agribusiness,12,,,,US,UNITED STATES,1,N,N,COM
ONBK,ONBK,ONBANCORP INC,ONBANCORP INC,,,,N,,,,,,,,,,12,,,,,,,,,
ONCE,ONCE,SPARK THERAPEUT,"Spark Therapeutics, Inc.",NSDQ,USD,S,Y,http://www.sparktx.com,2836,"Biological products, except diagnostic",105,MED-BIOMED/GENE,4,Medical,15,DRUGS,12,,,0001609351,US,UNITED STATES,1,Y,N,COM
ONCI,ONCI,ON4 COMMUNICATN,ON4 COMMUNICATN,OTC,,S,Y,,,,,,,,,,10,,,,,,,,,
ONC&,ONCO.,ON COMMAND CORP,ON COMMAND CORP,,,,N,,,,,,,,,,12,,,,,,,,,
ONCP,ONCP,141 CAPITAL INC,141 CAPITAL INC,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
ONCR,ONCR,ONCOR,ONCOR,,,,N,,,,,,,,,,12,,,,,,,,,
ONC2,ONCS,ONCOSEC MEDICAL,OncoSec Medical Incorporated,NSDQ,USD,S,Y,http://www.oncosec.com,2834,Pharmaceutical preparations,105,MED-BIOMED/GENE,4,Medical,15,DRUGS,7,2015-05-18,0.05,0001444307,US,UNITED STATES,1,N,N,COM
ONCY,ONCYF,ONCOLYTICS BIO,Oncolytics Biotech Inc.,OTC,USD,S,Y,http://www.oncolyticsbiotech.com,2834,Pharmaceutical preparations,105,MED-BIOMED/GENE,4,Medical,15,DRUGS,12,,,0001129928,CA,CANADA,1,N,N,CDN
ONDI,ONDI,ONTRACK DATA,ONTRACK DATA,,,,N,,,,,,,,,,12,,,,,,,,,
ONDK,ONDK,ON DECK CAPITAL,"On Deck Capital, Inc.",NYSE,USD,S,Y,http://www.ondeck.com,6199,Nondepository credit institutions,69,FIN-MISC SVCS,13,Finance,48,FINANCE,12,,,0001420811,US,UNITED STATES,10,Y,N,COM
ONDS,ONDS,ONDISPLAY INC,ONDISPLAY INC,,,,N,,,,,,,,,,12,,,,,,,,,
ONE,ONE,HIGHER ONE HLDG,Higher One Holdings Inc.,TSXV,,,N,,,,,,,,,,12,,,,,,,,,
BONE,ONE.,BANK ONE CORP,BANK ONE CORP,,,,N,,,,,,,,,,12,,,,,,,,,
CCAL,ONEC,ONECOMM CORP,ONECOMM CORP,,,,N,,,,,,,,,,12,,,,,,,,,
ONEF,ONEF,RUSSELL EQT ETF,RUSSELL EQT ETF,ARCA,,,N,,,,,,,,,,12,,,,,,,,,
OCQ,ONEI,ONEIDA LTD,ONEIDA LTD,,,,N,,,,,,,,,,1,,,,,,,,,
ELR,ONEK,SPDR-R1000,SPDR-R1000,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
ONEM,ONEM,ONEMAIN.COM INC,ONEMAIN.COM INC,,,,N,,,,,,,,,,12,,,,,,,,,
ONEO,ONEO,SPDR-R1000 MF,SPDR Russell 1000 Momentum Focus ETF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
ONEQ,ONEQ,FIDLTY NDQ CMP,Fidelity NASDAQ Composite Index Tracking Stock Fund,NSDQ,,E,Y,,,,,,,,,,12,,,,,,,,,
ONES,ONES,ONESOURCE INFO,ONESOURCE INFO,,,,N,,,,,,,,,,12,,,,,,,,,
ONE2,ONEV,SPDR-R1000 LVF,SPDR Russell 1000 Low Volatility Focus ETF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
ONEY,ONEY,SPDR-R1000 YF,SPDR Russell 1000 Yield Focus ETF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
ONFC,ONFC,ONEIDA FINL CP,Oneida Financial Corp.,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
ONG2,ONG,IPATH-PB ENERGY,IPATH-PB ENERGY,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
IVIP,ONHN,ONHEALTH NTWRK,ONHEALTH NTWRK,,,,N,,,,,,,,,,12,,,,,,,,,
